31961	Resolute Technique	Your hits can't be Evaded;Never deal Critical Strikes;	
32210	Intelligence	+10 to Intelligence;	
21678	Intelligence	+10 to Intelligence;	
34009	Master of the Arena	8% increased Melee Physical Damage;+2 to Melee Weapon and Unarmed range;+20 to Strength;	
33082	Razor's Edge	18% increased Physical Damage with Swords;20% increased Accuracy Rating with Swords;	
16250	Sword Attack Speed	3% increased Attack Speed with Swords;	
27978	Sword Damage and Life	12% increased Physical Damage with Swords;6% increased maximum Life;	
35053	Sword Damage and Life	12% increased Physical Damage with Swords;6% increased maximum Life;	
7082	Sword Damage	12% increased Physical Damage with Swords;	
64915	Sword Critical Strike Multiplier	6% increased Physical Damage with Swords;10% increased Critical Strike Multiplier with Swords;	
9038	Sword Mastery		
33097	Critical Strike Chance	15% increased Critical Strike Chance;	
26191	Intense Zeal	+10 Life gained on Kill;45% increased Critical Strike Chance;	
45624	Critical Strike Multiplier	10% increased Critical Strike Multiplier;	
64988	Crit Mastery		
59494	Accuracy	10% increased Accuracy Rating;	
2225	Eagle Eye	30% increased Accuracy Rating;	
16380	Accuracy	10% increased Accuracy Rating;	
12702	Path of the Warrior	12% increased Physical Damage;+20 to maximum Life;+20 to Strength;	
5743	Life and Chaos Resistance	6% increased maximum Life;+4% to Chaos Resistance;	
21958	Purity of Flesh	18% increased maximum Life;+8% to Chaos Resistance;	
53093	Life	8% increased maximum Life;	
36858	Intelligence	+10 to Intelligence;	
3469	Dexterity	+10 to Dexterity;	
43787	Accuracy and Movement Speed	8% increased Accuracy Rating;3% increased Movement Speed;	
29379	Accuracy and Movement Speed	8% increased Accuracy Rating;3% increased Movement Speed;	
52230	Weathered Hunter	20% increased Accuracy Rating;3% increased Movement Speed;+20 to Dexterity;	
47059	Shield Block	2% additional Chance to Block with Shields;	
15842	Precise Interception	4% additional Chance to Block with Shields;30% increased Defences from equipped Shield;	
7085	Weapon Artistry	4% additional Chance to Block while Dual Wielding or holding a Shield;20% increased Melee Physical Damage;+20 to Dexterity;	
30894	One Handed Damage	10% increased Physical Damage with One Handed Melee Weapons;	
18670	One Handed Damage	10% increased Physical Damage with One Handed Melee Weapons;	
55243	Shield Defences	30% increased Defences from equipped Shield;	
903	Dual Wield Damage	10% increased Physical Weapon Damage while Dual Wielding;	
28786	Dual Wield Damage	10% increased Physical Weapon Damage while Dual Wielding;	
38246	Aspect of the Panther	16% increased Physical Damage with One Handed Melee Weapons;6% increased Attack Speed with One Handed Melee Weapons;+10 to maximum Life;4% increased Movement Speed;	
19552	One Handed Attack Speed	4% increased Attack Speed with One Handed Melee Weapons;	
1201	One Handed Attack Speed	4% increased Attack Speed with One Handed Melee Weapons;	
22627	Life and Armour	6% increased Armour;6% increased maximum Life;	
23690	Arcane Vision	+30 to Accuracy Rating;Light Radius is based on Energy Shield instead of Life;	
42178	Point Blank	Projectile Attacks deal up to 50% more Damage to targets at the start of their movement, dealing less Damage to targets as the projectile travels further;	
49651	Intelligence	+10 to Intelligence;	
41635	Intelligence	+10 to Intelligence;	
52730	Strength	+10 to Strength;	
17522	Melee Damage	10% increased Melee Physical Damage;	
63398	Spell Critical Chance	25% increased Critical Strike Chance for Spells;	
36452	Spell Critical Strike Multiplier	10% increased Critical Strike Multiplier for Spells;	
46842	Arcane Potency	30% increased Critical Strike Chance for Spells;20% increased Critical Strike Multiplier for Spells;	
1252	Knockback Distance	15% increased Knockback Distance;	
65456	Knockback Distance	15% increased Knockback Distance;	
30160	Fending	15% chance to Knock enemies Back on hit;10% increased Knockback Distance;	
12824	Trap and Mine Damage	9% increased Trap Damage;9% increased Mine Damage;	
21297	High Explosives	Trap Damage Penetrates 10% Elemental Resistances;Mine Damage Penetrates 10% Elemental Resistances;	
1655	Trap and Mine Damage and Laying Speed	5% increased Trap Damage;5% increased Mine Damage;3% increased Trap Throwing Speed;3% increased Mine Laying Speed;	
42727	Trap and Mine Damage and Trigger Radius	7% increased Trap Damage;7% increased Mine Damage;10% increased Trap Trigger Radius;10% increased Mine Detonation Radius;	
45827	Trap and Mine Damage	9% increased Trap Damage;9% increased Mine Damage;	
28604	Trap and Mine Damage	9% increased Trap Damage;9% increased Mine Damage;	
54307	Acrobatics	30% Chance to Dodge Attacks. 50% less Armour and Energy Shield;	
3656	Intelligence	+10 to Intelligence;	
48807	Acceleration	12% increased Attack Speed;+20 to Dexterity;	
57080	Accuracy	8% increased Accuracy Rating;	
42104	Accuracy	8% increased Accuracy Rating;	
49621	Acuity	20% increased Accuracy Rating;+20 to Dexterity;	
21263	Accuracy Mastery		
7614	Skill Duration	15% increased Skill Effect Duration;	
24472	Skill Duration	15% increased Skill Effect Duration;	
22893	Skill Duration	15% increased Skill Effect Duration;	
8450	Melee Damage	10% increased Melee Physical Damage;	
58385	Cold Resistance	+15% to Cold Resistance;	
37327	Lightning Resistance	+15% to Lightning Resistance;	
14363	Elemental Resistance	+6% to all Elemental Resistances;	
15405	Strength	+10 to Strength;	
23471	Dexterity	+10 to Dexterity;	
16780	Seasoned Sinew	24% increased Physical Damage with One Handed Melee Weapons;	
29503	One Handed Damage	10% increased Physical Damage with One Handed Melee Weapons;	
13206	One Handed Damage	10% increased Physical Damage with One Handed Melee Weapons;	
30304	One Hand Mastery		
23066	Savagery	+1 Maximum Frenzy Charge;	
1338	Mana Gain on Killing Blow	+5 Mana Gained on Kill;	
50636	Mana Gain on Killing Blow	+5 Mana Gained on Kill;	
33967	Soul Siphon	+15 Mana Gained on Kill;	
29454	Mana Mastery		
3604	Mace Damage and Accuracy	8% increased Physical Damage with Maces;8% increased Accuracy Rating with Maces;	
52035	Mace Damage and Accuracy	8% increased Physical Damage with Maces;8% increased Accuracy Rating with Maces;	
57025	Baptism by Light	20% increased Physical Damage with Maces;10% increased Accuracy Rating;10% increased Armour;10% increased Light Radius;	
58541	Mace Damage and Armour	10% increased Physical Damage with Maces;10% increased Armour;	
6633	Mace Damage	12% increased Physical Damage with Maces;	
30697	Mace Mastery		
26456	Mace Damage and Armour	10% increased Physical Damage with Maces;10% increased Armour;	
50029	Unnatural Calm	12% increased maximum Energy Shield;15% increased Energy Shield Cooldown Recovery;	
31080	Dexterity	+10 to Dexterity;	
2913	Dexterity	+10 to Dexterity;	
19711	Dexterity	+10 to Dexterity;	
46329	Crusader	18% increased Physical Damage with One Handed Melee Weapons;+20 to Strength;	
9037	One Handed Damage	10% increased Physical Damage with One Handed Melee Weapons;	
16438	One Handed Damage	10% increased Physical Damage with One Handed Melee Weapons;	
43368	Enforcer	18% increased Physical Damage with Two Handed Melee Weapons;+20 to Strength;	
3924	Two Handed Damage	10% increased Physical Damage with Two Handed Melee Weapons;	
35444	Two Handed Damage	10% increased Physical Damage with Two Handed Melee Weapons;	
35556	Strength	+10 to Strength;	
39916	Strength	+10 to Strength;	
6237	Precision	10% increased Accuracy Rating;+20 to Dexterity;	
42720	Heavy Draw	18% increased Physical Damage with Bows;4% increased maximum Life;16% increased Stun Duration with Bows on enemies;	
8566	Bow Damage and Critical Strike Chance	8% increased Physical Damage with Bows;8% increased Critical Strike Chance with Bows;	
32514	Bow Damage and Life	6% increased Physical Damage with Bows;4% increased maximum Life;	
55750	Bow Damage and Life	6% increased Physical Damage with Bows;4% increased maximum Life;	
12948	Bow Damage and Life	6% increased Physical Damage with Bows;4% increased maximum Life;	
38149	Bow Damage	12% increased Physical Damage with Bows;	
12794	Bow Damage and Critical Strike Chance	8% increased Physical Damage with Bows;8% increased Critical Strike Chance with Bows;	
30455	Bow Damage and Critical Strike Chance	8% increased Physical Damage with Bows;8% increased Critical Strike Chance with Bows;	
51881	Deadly Draw	16% increased Physical Damage with Bows;16% increased Critical Strike Chance with Bows;30% increased Critical Strike Multiplier with Bows;	
30679	Dexterity	+10 to Dexterity;	
32555	Dexterity	+10 to Dexterity;	
29761	Dexterity	+10 to Dexterity;	
64761	Bow Mastery		
59009	Mana	8% increased maximum Mana;	
49236	Mana	12% increased maximum Life;12% increased maximum Mana;	
29523	Mana Regeneration	20% increased Mana Regeneration Rate;	
22589	Mace Damage and Reduced Enemy Stun Threshold	6% increased Physical Damage with Maces;4% reduced Enemy Stun Threshold with Maces;	
33067	Mace Damage and Reduced Enemy Stun Threshold	6% increased Physical Damage with Maces;4% reduced Enemy Stun Threshold with Maces;	
57266	Mace Damage and Reduced Enemy Stun Threshold	6% increased Physical Damage with Maces;4% reduced Enemy Stun Threshold with Maces;	
38023	Mace Damage and Reduced Enemy Stun Threshold	6% increased Physical Damage with Maces;4% reduced Enemy Stun Threshold with Maces;	
55042	Mace Damage and Accuracy	6% increased Physical Damage with Maces;8% increased Accuracy Rating with Maces;	
16703	Skull Cracking	24% increased Physical Damage with Maces;10% reduced Enemy Stun Threshold with Maces;	
40645	Bone Breaker	28% increased Physical Damage with Maces;	
44202	Strength	+10 to Strength;	
29353	Strength	+10 to Strength;	
63282	Strength	+10 to Strength;	
46127	Mace Damage and Armour	12% increased Physical Damage with Maces;8% increased Armour;	
20966	Mace Damage and Armour	12% increased Physical Damage with Maces;8% increased Armour;	
59517	Mace Critical Strike Multiplier	15% increased Critical Strike Multiplier with Maces;	
30113	Mace Mastery		
41970	Ancestral Bond	Can summon up to 1 additional totem;You can't deal Damage with your Skills yourself;	
42911	Strength	+10 to Strength;	
7388	Intelligence	+10 to Intelligence;	
53793	Strength	+10 to Strength;	
40653	Strength	+10 to Strength;	
41786	Claw Damage and Attack Speed	6% increased Physical Damage with Claws;2% increased Attack Speed with Claws;	
27285	Claw Damage and Accuracy	6% increased Physical Damage with Claws;8% increased Accuracy Rating with Claws;	
12667	Claw Damage and Accuracy	6% increased Physical Damage with Claws;8% increased Accuracy Rating with Claws;	
35384	Claw Damage	12% increased Physical Damage with Claws;	
5056	Raptor Talons	24% increased Physical Damage with Claws;	
61531	Claw Mastery		
64128	Grave Consequences	Minions have 16% increased maximum Life;+1 to Maximum number of Zombies;+1 to Maximum number of Skeletons;	
55563	Minion Life	Minions have 10% increased maximum Life;	
10904	Minion Life	Minions have 10% increased maximum Life;	
30439	Lava Lash	30% increased Fire Damage with Weapons;	
22115	Infused Shield	12% more Maximum Energy Shield;	
18663	Minion Instability	Minions explode when reduced to low life, dealing 33% of their maximum life as fire damage to surrounding enemies;	
41518	Intelligence	+10 to Intelligence;	
24050	Spell Power	30% increased Critical Strike Multiplier for Spells;	
40291	Fire Damage	8% increased Fire Damage;	
42161	Fire Damage	8% increased Fire Damage;	
58766	Blaze	16% increased Fire Damage;5% chance to Ignite;	
766	Cold Damage	8% increased Cold Damage;	
17091	Cold Damage	8% increased Cold Damage;	
57220	Freeze	16% increased Cold Damage;5% chance to Freeze;	
5022	Lightning Damage	8% increased Lightning Damage;	
32307	Lightning Damage	8% increased Lightning Damage;	
42129	Shock	16% increased Lightning Damage;5% chance to Shock;	
22020	Strength	+10 to Strength;	
24914	Strength	+10 to Strength;	
10421	Strength	+10 to Strength;	
56149	Melee Damage	10% increased Melee Physical Damage;	
720	Melee Damage	10% increased Melee Physical Damage;	
6542	Evasion and Life	6% increased Evasion Rating;4% increased maximum Life;	
60803	Evasion and Life	6% increased Evasion Rating;4% increased maximum Life;	
29870	Melee Attack Speed	4% increased Melee Attack Speed;	
94	Evasion and Life	6% increased Evasion Rating;4% increased maximum Life;	
9788	Nimbleness	6% increased Cast Speed;	
12189	Cast Speed	3% increased Cast Speed;	
5875	Cast Speed	3% increased Cast Speed;	
62961	Cast Speed Master		
56982	Stun Threshold Reduction	5% reduced Enemy Stun Threshold;	
57923	Stun Duration	4% increased maximum Life;15% increased Stun Duration on enemies;	
46756	Stun Duration	4% increased maximum Life;15% increased Stun Duration on enemies;	
25235	Stun Recovery	4% increased maximum Life;20% increased Block and Stun Recovery;	
40264	Stun Recovery	4% increased maximum Life;20% increased Block and Stun Recovery;	
38922	Stun Mastery	10% reduced Enemy Stun Threshold;30% increased Stun Duration on enemies;50% increased Block and Stun Recovery;	
13910	Stun Mastery		
33545	Harrier	10% increased Attack Speed;6% increased Cast Speed;6% increased Movement Speed;	
23540	Conduit	Share Endurance, Frenzy and Power Charges with nearby party members;	
39841	Intelligence	+10 to Intelligence;	
61262	Strength	+10 to Strength;	
16544	Dexterity	+10 to Dexterity;	
25058	Conditioning	12% increased maximum Life;+20 to Strength;	
24362	Deep Thoughts	20% increased maximum Mana;20% increased Mana Regeneration Rate;+20 to Intelligence;	
31950	Mana	8% increased maximum Mana;	
29781	Mana	8% increased maximum Mana;	
60388	Mana	8% increased maximum Mana;	
2224	Mana Mastery		
63422	Blood Drinker	2% of Physical Attack Damage Leeched as Life;	
17963	Trap and Mine Damage	9% increased Trap Damage;9% increased Mine Damage;	
55776	Trap and Mine Damage and Laying Speed	5% increased Trap Damage;5% increased Mine Damage;3% increased Trap Throwing Speed;3% increased Mine Laying Speed;	
20123	Expeditious Munitions	18% increased Trap Damage;18% increased Mine Damage;8% increased Trap Throwing Speed;8% increased Mine Laying Speed;	
62321	Skill of the Ancestors	10% increased Accuracy Rating;+20 to Dexterity;	
15599	Accuracy	10% increased Accuracy Rating;	
44529	Accuracy	10% increased Accuracy Rating;	
55332	Intelligence	+10 to Intelligence;	
14021	Intelligence	+10 to Intelligence;	
60472	Strength	+10 to Strength;	
41536	Projectile Damage	8% increased Projectile Damage;	
62712	Projectile Damage	8% increased Projectile Damage;	
41250	Projectile Damage	8% increased Projectile Damage;	
38344	Attack Speed	3% increased Attack Speed;	
65033	Attack Speed	3% increased Attack Speed;	
10017	Attack Speed	3% increased Attack Speed;	
53305	Critical Strike Chance	15% increased Critical Strike Chance;	
